,t,Q,TG,DG,MG,G,ME
349,108.0,6.0,0.07489455,0.088691585,0.07611436,0.4275813,1.4735655
350,109.0,6.0,0.07408868,0.08772794,0.07534288,0.43012,1.4786404
351,110.0,6.0,0.07330182,0.08678981,0.074592456,0.43259454,1.48359
352,111.0,6.0,0.07253368,0.08587667,0.07386246,0.43500674,1.488417
353,112.0,6.0,0.07178368,0.08498786,0.073152125,0.43735838,1.4931251
354,113.0,6.0,0.07105158,0.08412295,0.0724609,0.43965113,1.4977174
355,114.0,6.0,0.07033694,0.083281316,0.071788095,0.4418866,1.5021966
356,115.0,6.0,0.06963944,0.082462475,0.07113308,0.4440664,1.5065662
357,116.0,6.0,0.0689587,0.08166589,0.07049537,0.4461921,1.5108286
358,117.0,6.0,0.068294354,0.080891,0.069874346,0.44826514,1.5149869
359,118.0,6.0,0.0676461,0.08013725,0.06926946,0.45028722,1.5190445
360,119.0,6.0,0.06701358,0.07940408,0.06868013,0.45225972,1.5230037
361,120.0,6.0,0.06639646,0.07869099,0.068105884,0.454184,1.5268673
362,121.0,6.0,0.0657945,0.07799742,0.06754626,0.45606148,1.5306374
363,122.0,6.0,0.06520718,0.07732282,0.06700073,0.45789355,1.5343174
364,123.0,6.0,0.0646344,0.076666735,0.06646887,0.4596815,1.5379092
365,124.0,6.0,0.06407576,0.076028585,0.06595026,0.46142668,1.5414159
366,125.0,6.0,0.06353092,0.07540785,0.0654445,0.46313006,1.5448393
367,126.0,6.0,0.062999666,0.074804,0.06495111,0.46479326,1.548182
368,127.0,6.0,0.062481582,0.07421651,0.0644697,0.46641713,1.5514462
369,128.0,6.0,0.061976418,0.07364493,0.063999936,0.46800303,1.5546342
370,129.0,6.0,0.061483823,0.07308878,0.06354144,0.46955186,1.5577481
371,130.0,6.0,0.061003618,0.07254747,0.063093886,0.47106487,1.5607903
372,131.0,6.0,0.060535394,0.07202054,0.06265688,0.47254306,1.5637621
373,132.0,6.0,0.06007889,0.07150763,0.062230207,0.47398734,1.5666658
374,133.0,6.0,0.059633844,0.07100815,0.061813395,0.4753989,1.5695039
375,134.0,6.0,0.059199862,0.07052173,0.061406214,0.4767785,1.5722777
376,135.0,6.0,0.058776736,0.07004781,0.06100834,0.47812724,1.5749892
377,136.0,6.0,0.05836416,0.06958605,0.06061952,0.479446,1.5776399
378,137.0,6.0,0.057961836,0.069136,0.0602394,0.4807356,1.5802319
379,138.0,6.0,0.057569522,0.068697244,0.05986773,0.48199695,1.5827669
380,139.0,6.0,0.057186898,0.068269365,0.05950429,0.48323083,1.585246
381,140.0,6.0,0.056813672,0.067851976,0.059148673,0.48443812,1.5876714
382,141.0,6.0,0.056449596,0.06744466,0.0588008,0.48561966,1.5900445
383,142.0,6.0,0.056094363,0.06704708,0.05846027,0.4867761,1.5923663
384,143.0,6.0,0.055747718,0.066658854,0.0581269,0.48790824,1.594639
385,144.0,6.0,0.05540942,0.06627965,0.057800468,0.48901695,1.5968636
386,145.0,6.0,0.055079103,0.06590912,0.057480667,0.49010283,1.5990418
387,146.0,6.0,0.054756694,0.06554693,0.057167295,0.4911666,1.6011745
388,147.0,6.0,0.054441735,0.06519273,0.056860153,0.4922089,1.6032633
389,148.0,6.0,0.054134086,0.06484629,0.056558974,0.4932304,1.6053095
390,149.0,6.0,0.05383353,0.06450724,0.056263525,0.49423188,1.6073142
391,150.0,6.0,0.053539727,0.06417532,0.055973712,0.4952138,1.6092786
392,151.0,6.0,0.053252496,0.06385027,0.055689175,0.49617696,1.6112043
393,152.0,6.0,0.05297167,0.06353186,0.055409845,0.49712163,1.6130918
394,153.0,6.0,0.052696865,0.063219756,0.05513544,0.4980489,1.6149429
395,154.0,6.0,0.052427985,0.06291376,0.05486581,0.49895883,1.616758
396,155.0,6.0,0.052164823,0.06261368,0.054600768,0.4998523,1.6185389
397,156.0,6.0,0.051907115,0.06231924,0.05434015,0.50072956,1.6202859
398,157.0,6.0,0.05165463,0.06203024,0.054083776,0.5015915,1.6220006
399,158.0,6.0,0.051407285,0.0617465,0.05383149,0.5024383,1.6236837
400,159.0,6.0,0.051164865,0.06146781,0.053583104,0.5032705,1.6253362
401,160.0,6.0,0.050927058,0.061194003,0.05333853,0.5040887,1.6269587
402,161.0,6.0,0.050693844,0.06092488,0.05309757,0.5048932,1.6285526
403,162.0,6.0,0.050464943,0.060660258,0.05286013,0.5056846,1.6301188
404,163.0,6.0,0.05024036,0.0604001,0.052625988,0.50646317,1.6316576
405,164.0,6.0,0.050019752,0.06014411,0.052395172,0.5072294,1.6331704
406,165.0,6.0,0.04980308,0.059892245,0.052167498,0.50798357,1.6346575
407,166.0,6.0,0.04959017,0.05964431,0.051942833,0.5087261,1.63612
408,167.0,6.0,0.049380887,0.05940014,0.05172105,0.5094575,1.6375583
409,168.0,6.0,0.04917513,0.059159756,0.05150213,0.51017797,1.6389735
410,169.0,6.0,0.048972677,0.058922924,0.05128589,0.51088774,1.640366
411,170.0,6.0,0.04877355,0.058689617,0.05107239,0.5115873,1.6417361
412,171.0,6.0,0.04857757,0.05845967,0.0508614,0.5122768,1.6430851
413,172.0,6.0,0.04838463,0.058233082,0.050652992,0.5129566,1.6444134
414,173.0,6.0,0.04819473,0.058009647,0.050446987,0.513627,1.6457216
415,174.0,6.0,0.048007563,0.057789326,0.050243236,0.5142883,1.6470102
416,175.0,6.0,0.047823295,0.057572097,0.050041944,0.51494056,1.6482795
417,176.0,6.0,0.047641672,0.057357773,0.04984284,0.5155842,1.6495303
418,177.0,6.0,0.047462635,0.057146385,0.04964596,0.5162192,1.6507629
419,178.0,6.0,0.047286227,0.05693776,0.04945129,0.51684606,1.6519779
420,179.0,6.0,0.047112215,0.056732014,0.04925874,0.5174647,1.6531757
421,180.0,6.0,0.04694065,0.05652891,0.049068302,0.51807547,1.6543566
422,181.0,6.0,0.046771508,0.056328498,0.048879936,0.5186785,1.6555213
423,182.0,6.0,0.046604574,0.056130633,0.048693597,0.51927394,1.6566697
424,183.0,6.0,0.046439942,0.055935398,0.04850928,0.519862,1.6578026
425,184.0,6.0,0.04627752,0.05574262,0.048326958,0.52044266,1.6589202
426,185.0,6.0,0.04611721,0.05555229,0.04814654,0.52101636,1.660023
427,186.0,6.0,0.04595906,0.0553644,0.04796817,0.5215829,1.6611108
428,187.0,6.0,0.045802973,0.055178873,0.047791738,0.52214247,1.6621841
429,188.0,6.0,0.045648955,0.05499573,0.04761722,0.5226954,1.6632437
430,189.0,6.0,0.045496926,0.054814905,0.047444582,0.52324164,1.6642894
431,190.0,6.0,0.04534691,0.054636337,0.047273923,0.5237812,1.6653212
432,191.0,6.0,0.045198794,0.05446007,0.04710514,0.5243143,1.6663399
433,192.0,6.0,0.045052633,0.05428589,0.0469382,0.524841,1.6673456
434,193.0,6.0,0.04490835,0.054114006,0.046773188,0.5253614,1.6683387
435,194.0,6.0,0.044765934,0.053944208,0.046610028,0.5258757,1.6693184
436,195.0,6.0,0.0446254,0.053776577,0.046448775,0.52638364,1.670286
437,196.0,6.0,0.044486687,0.053611033,0.046289377,0.52688545,1.6712416
438,197.0,6.0,0.044349752,0.053447597,0.046131857,0.5273813,1.672185
439,198.0,6.0,0.0442146,0.053286172,0.04597619,0.52787125,1.6731161
440,199.0,6.0,0.044081226,0.053126782,0.04582236,0.52835524,1.6740359
441,200.0,6.0,0.04394959,0.05296939,0.04567039,0.5288335,1.674944
442,201.0,6.0,0.04381968,0.052814,0.0455203,0.5293059,1.6758404
443,202.0,6.0,0.04369151,0.05266054,0.045371987,0.5297725,1.676726
444,203.0,6.0,0.043565065,0.05250904,0.045225587,0.53023356,1.6776003
445,204.0,6.0,0.04344023,0.052359506,0.04508099,0.53068894,1.6784633
446,205.0,6.0,0.043317106,0.05221173,0.044938214,0.5311387,1.6793159
447,206.0,6.0,0.043195613,0.05206594,0.044797264,0.53158313,1.6801575
448,207.0,6.0,0.04307575,0.05192189,0.044658057,0.532022,1.6809889
449,208.0,6.0,0.042957544,0.051779732,0.044520743,0.53245544,1.6818095
450,209.0,6.0,0.04284085,0.051639356,0.044385202,0.5328836,1.6826199
451,210.0,6.0,0.0427258,0.051500745,0.044251435,0.5333063,1.6834202
452,211.0,6.0,0.042612292,0.051363893,0.04411941,0.5337239,1.6842102
453,212.0,6.0,0.04250036,0.05122876,0.043989196,0.53413624,1.6849905
454,213.0,6.0,0.042389937,0.05109536,0.043860707,0.5345434,1.6857609
455,214.0,6.0,0.042281024,0.050963596,0.04373394,0.5349455,1.6865214
456,215.0,6.0,0.04217359,0.050833516,0.043608874,0.53534263,1.6872727
457,216.0,6.0,0.04206769,0.050705105,0.043485552,0.53573465,1.6880144
458,217.0,6.0,0.041963242,0.050578274,0.04336393,0.53612185,1.6887466
459,218.0,6.0,0.04186017,0.050453007,0.043243937,0.53650403,1.6894696
460,219.0,6.0,0.041758623,0.050329342,0.0431256,0.53688145,1.6901838
461,220.0,6.0,0.04165837,0.050207242,0.04300894,0.53725404,1.6908885
462,221.0,6.0,0.041559547,0.050086595,0.042893842,0.53762203,1.6915848
463,222.0,6.0,0.04146211,0.049967453,0.04278034,0.5379854,1.6922722
464,223.0,6.0,0.041365977,0.04984978,0.042668387,0.53834414,1.6929507
465,224.0,6.0,0.041271154,0.049733534,0.042558037,0.5386982,1.693621
466,225.0,6.0,0.041177694,0.04961869,0.04244916,0.5390479,1.6942829
467,226.0,6.0,0.04108546,0.049505264,0.04234182,0.5393932,1.6949364
468,227.0,6.0,0.040994458,0.049393162,0.042235956,0.5397341,1.6955819
469,228.0,6.0,0.040904723,0.049282357,0.042131506,0.5400708,1.6962191
470,229.0,6.0,0.040816173,0.049172916,0.042028453,0.5404032,1.6968485
471,230.0,6.0,0.040728826,0.04906472,0.04192687,0.5407315,1.6974704
472,231.0,6.0,0.04064262,0.048957765,0.041826606,0.54105556,1.6980842
473,232.0,6.0,0.04055755,0.048852056,0.04172769,0.5413758,1.6986905
474,233.0,6.0,0.040473603,0.04874745,0.041630052,0.5416921,1.6992899
475,234.0,6.0,0.04039073,0.048644066,0.041533735,0.54200435,1.6998814
476,235.0,6.0,0.040308937,0.048541844,0.041438654,0.54231286,1.700466
477,236.0,6.0,0.040228162,0.04844068,0.041344758,0.5426176,1.7010437
478,237.0,6.0,0.04014837,0.048340574,0.041252054,0.5429188,1.7016143
479,238.0,6.0,0.040069647,0.048241585,0.041160557,0.5432163,1.702178
480,239.0,6.0,0.03999176,0.048143536,0.04107014,0.54351026,1.7027353
481,240.0,6.0,0.039914876,0.048046514,0.040980794,0.54380083,1.703286
482,0.0,6.0,0.6204792,0.04089477,0.0011070892,0.000116650015,7.4207783e-06
483,1.0,6.0,0.6123577,0.048412412,0.0017826073,0.0001542382,0.008878171
484,2.0,6.0,0.60391206,0.05607292,0.0025962554,0.00021556765,0.018242724
485,3.0,6.0,0.5951765,0.06383352,0.0035596378,0.00030113757,0.028087266
486,4.0,6.0,0.58618563,0.07165244,0.004682284,0.00041290373,0.038397476
487,5.0,6.0,0.5769722,0.07948972,0.005971778,0.0005541146,0.04915928
488,6.0,6.0,0.5675667,0.087308235,0.007433925,0.0007291436,0.060359903
489,7.0,6.0,0.55799687,0.09507367,0.009072535,0.00094370544,0.07198868
490,8.0,6.0,0.5482874,0.10275458,0.010890003,0.0012041777,0.08403615
491,9.0,6.0,0.5384603,0.11032225,0.012887284,0.0015180074,0.096495345
492,10.0,6.0,0.52853525,0.11775057,0.015064336,0.0018926263,0.109359965
493,11.0,6.0,0.51853025,0.1250154,0.017419927,0.0023362786,0.12262555
494,12.0,6.0,0.5084616,0.13209437,0.019951954,0.002856955,0.13628733
495,13.0,6.0,0.4983448,0.13896686,0.02265732,0.003463015,0.15034157
496,14.0,6.0,0.48819503,0.14561379,0.025532208,0.00416233,0.1647836
497,15.0,6.0,0.4780268,0.15201724,0.028571513,0.00496288,0.17960848
498,16.0,6.0,0.46785465,0.15816094,0.03176917,0.005872462,0.19481075
499,17.0,6.0,0.45769295,0.16403002,0.035117827,0.006898567,0.2103834
500,18.0,6.0,0.44755584,0.16961107,0.038608868,0.008048607,0.22631839
501,19.0,6.0,0.43745756,0.17489235,0.042232275,0.0093296245,0.24260633
502,20.0,6.0,0.42741236,0.17986375,0.045976683,0.010748792,0.25923654
503,21.0,6.0,0.41743386,0.18451671,0.049829245,0.0123129655,0.27619696
504,22.0,6.0,0.40753588,0.18884443,0.05377594,0.014029019,0.2934741
505,23.0,6.0,0.39773172,0.1928418,0.057801355,0.01590368,0.3110535
506,24.0,6.0,0.38803422,0.19650528,0.061889198,0.017943662,0.32891977
507,25.0,6.0,0.378456,0.199833,0.06602223,0.02015506,0.34705588
508,26.0,6.0,0.36900887,0.20282485,0.070182815,0.022544017,0.3654446
509,27.0,6.0,0.35970402,0.20548218,0.07435292,0.02511591,0.38406765
510,28.0,6.0,0.3505516,0.20780814,0.07851459,0.027875548,0.4029063
511,29.0,6.0,0.34156087,0.20980734,0.08264996,0.03082701,0.42194143
512,30.0,6.0,0.3327401,0.21148601,0.086741716,0.033973478,0.4411534
513,31.0,6.0,0.32409638,0.21285199,0.090773076,0.037317134,0.46052253
514,32.0,6.0,0.31563577,0.21391454,0.09472813,0.040858995,0.4800285
515,33.0,6.0,0.30736297,0.21468404,0.09859154,0.044599436,0.4996517
516,34.0,6.0,0.29928187,0.21517244,0.10234898,0.04853737,0.5193714
517,35.0,6.0,0.29139555,0.21539226,0.10598679,0.05267131,0.5391675
518,36.0,6.0,0.2837059,0.21535712,0.10949223,0.056998283,0.5590197
519,37.0,6.0,0.27621448,0.21508113,0.1128532,0.061515108,0.5789074
520,38.0,6.0,0.26892215,0.2145789,0.116058394,0.0662177,0.59881055
521,39.0,6.0,0.26182923,0.21386518,0.11909732,0.07110149,0.61870885
522,40.0,6.0,0.25493565,0.21295464,0.12196036,0.07616108,0.6385822
523,41.0,6.0,0.24824099,0.21186212,0.12463871,0.0813908,0.65841115
524,42.0,6.0,0.24174456,0.21060193,0.12712465,0.08678438,0.67817587
525,43.0,6.0,0.23544529,0.20918807,0.12941153,0.09233499,0.6978575
526,44.0,6.0,0.22934172,0.20763406,0.13149406,0.098035224,0.71743715
527,45.0,6.0,0.22343218,0.20595288,0.13336812,0.10387742,0.7368973
528,46.0,6.0,0.2177144,0.20415697,0.13503113,0.10985282,0.7562202
529,47.0,6.0,0.21218604,0.20225814,0.13648191,0.11595256,0.7753898
530,48.0,6.0,0.20684414,0.20026748,0.13772078,0.12216726,0.79438984
531,49.0,6.0,0.20168541,0.19819555,0.13874947,0.12848684,0.8132057
532,50.0,6.0,0.19670638,0.19605224,0.13957116,0.13490081,0.8318231
533,51.0,6.0,0.191903,0.19384691,0.14019036,0.14139846,0.8502289
534,52.0,6.0,0.1872711,0.1915882,0.14061275,0.14796881,0.86841124
535,53.0,6.0,0.18280616,0.18928432,0.14084509,0.15460071,0.88635886
536,54.0,6.0,0.17850341,0.18694282,0.14089501,0.16128287,0.9040617
537,55.0,6.0,0.17435813,0.18457088,0.14077118,0.1680039,0.92150986
538,56.0,6.0,0.17036524,0.18217497,0.14048262,0.17475282,0.9386957
539,57.0,6.0,0.16651963,0.17976138,0.14003903,0.18151854,0.95561194
540,58.0,6.0,0.16281629,0.17733572,0.13945039,0.1882904,0.97225195
541,59.0,6.0,0.15924998,0.1749033,0.13872702,0.19505797,0.9886104
542,60.0,6.0,0.15581566,0.17246898,0.13787916,0.2018113,1.0046827
543,61.0,6.0,0.15250827,0.17003727,0.13691726,0.20854083,1.0204651
544,62.0,6.0,0.14932284,0.16761237,0.13585159,0.21523751,1.0359547
545,63.0,6.0,0.1462545,0.165198,0.13469224,0.22189283,1.0511494
546,64.0,6.0,0.14329837,0.16279751,0.13344902,0.22849892,1.0660483
547,65.0,6.0,0.14044984,0.16041428,0.1321316,0.23504807,1.0806501
548,66.0,6.0,0.13770433,0.15805101,0.13074914,0.24153353,1.0949551
549,67.0,6.0,0.13505743,0.1557104,0.12931047,0.24794893,1.1089638
550,68.0,6.0,0.13250482,0.15339467,0.12782401,0.2542886,1.1226778
551,69.0,6.0,0.13004227,0.15110588,0.12629776,0.2605474,1.1360986
552,70.0,6.0,0.12766585,0.14884591,0.1247392,0.2667203,1.1492285
553,71.0,6.0,0.12537171,0.14661637,0.123155385,0.2728036,1.1620702
554,72.0,6.0,0.12315601,0.14441867,0.121552914,0.27879328,1.1746267
555,73.0,6.0,0.12101519,0.14225398,0.11993782,0.2846862,1.1869012
556,74.0,6.0,0.11894582,0.14012337,0.11831589,0.29047972,1.1988976
557,75.0,6.0,0.11694454,0.13802765,0.116692096,0.29617155,1.2106198
558,76.0,6.0,0.115008295,0.13596761,0.11507128,0.30175972,1.2220725
559,77.0,6.0,0.11313397,0.13394375,0.11345771,0.30724275,1.2332588
560,78.0,6.0,0.11131863,0.13195653,0.11185524,0.31261933,1.2441844
561,79.0,6.0,0.10955964,0.13000624,0.11026728,0.31788898,1.2548534
562,80.0,6.0,0.10785437,0.12809311,0.10869691,0.32305092,1.2652708
563,81.0,6.0,0.1062004,0.12621729,0.107146785,0.32810497,1.275441
564,82.0,6.0,0.10459526,0.12437877,0.1056193,0.33305126,1.2853693
565,83.0,6.0,0.103036806,0.12257755,0.104116485,0.3378899,1.2950599
566,84.0,6.0,0.10152303,0.12081337,0.10263996,0.34262162,1.3045182
567,85.0,6.0,0.100051865,0.119086266,0.10119127,0.34724683,1.313749
568,86.0,6.0,0.09862149,0.11739588,0.099771574,0.35176665,1.3227569
569,87.0,6.0,0.097230166,0.11574194,0.0983817,0.35618204,1.3315465
570,88.0,6.0,0.09587632,0.11412418,0.097022355,0.36049408,1.3401228
571,89.0,6.0,0.09455842,0.11254224,0.09569417,0.36470413,1.3484904
572,90.0,6.0,0.093274996,0.11099574,0.09439731,0.3688137,1.3566539
573,91.0,6.0,0.0920247,0.10948421,0.09313202,0.3728242,1.3646178
574,92.0,6.0,0.090806335,0.10800733,0.09189831,0.3767373,1.3723868
575,93.0,6.0,0.08961868,0.10656458,0.09069604,0.38055474,1.3799652
576,94.0,6.0,0.08846074,0.10515559,0.089524984,0.38427806,1.3873571
577,95.0,6.0,0.087331414,0.10377981,0.08838481,0.38790917,1.3945673
578,96.0,6.0,0.086229734,0.102436736,0.08727506,0.39144993,1.4015995
579,97.0,6.0,0.08515489,0.10112597,0.08619532,0.39490223,1.4084584
580,98.0,6.0,0.084105946,0.09984699,0.085145,0.39826787,1.4151475
581,99.0,6.0,0.08308227,0.098599255,0.08412351,0.40154874,1.4216713
582,100.0,6.0,0.08208297,0.09738228,0.08313017,0.40474695,1.4280334
583,101.0,6.0,0.08110753,0.09619556,0.08216439,0.4078642,1.4342376
584,102.0,6.0,0.08015515,0.09503856,0.081225425,0.41090256,1.4402882
585,103.0,6.0,0.07922526,0.09391077,0.08031255,0.41386384,1.4461884
586,104.0,6.0,0.07831734,0.092811696,0.079425074,0.41675007,1.4519426
587,105.0,6.0,0.077430785,0.09174073,0.07856221,0.41956306,1.4575535
588,106.0,6.0,0.076565124,0.090697445,0.07772331,0.42230463,1.4630252
589,107.0,6.0,0.07571989,0.08968122,0.07690762,0.42497677,1.4683615
590,108.0,6.0,0.07489455,0.088691585,0.07611436,0.4275813,1.4735655
591,109.0,6.0,0.07408868,0.08772794,0.07534288,0.43012,1.4786404
592,110.0,6.0,0.07330182,0.08678981,0.074592456,0.43259454,1.48359
593,111.0,6.0,0.07253368,0.08587667,0.07386246,0.43500674,1.488417
594,112.0,6.0,0.07178368,0.08498786,0.073152125,0.43735838,1.4931251
595,113.0,6.0,0.07105158,0.08412295,0.0724609,0.43965113,1.4977174
596,114.0,6.0,0.07033694,0.083281316,0.071788095,0.4418866,1.5021966
597,115.0,6.0,0.06963944,0.082462475,0.07113308,0.4440664,1.5065662
598,116.0,6.0,0.0689587,0.08166589,0.07049537,0.4461921,1.5108286
599,117.0,6.0,0.068294354,0.080891,0.069874346,0.44826514,1.5149869
600,118.0,6.0,0.0676461,0.08013725,0.06926946,0.45028722,1.5190445
601,119.0,6.0,0.06701358,0.07940408,0.06868013,0.45225972,1.5230037
602,120.0,6.0,0.06639646,0.07869099,0.068105884,0.454184,1.5268673
603,121.0,6.0,0.0657945,0.07799742,0.06754626,0.45606148,1.5306374
604,122.0,6.0,0.06520718,0.07732282,0.06700073,0.45789355,1.5343174
605,123.0,6.0,0.0646344,0.076666735,0.06646887,0.4596815,1.5379092
606,124.0,6.0,0.06407576,0.076028585,0.06595026,0.46142668,1.5414159
607,125.0,6.0,0.06353092,0.07540785,0.0654445,0.46313006,1.5448393
608,126.0,6.0,0.062999666,0.074804,0.06495111,0.46479326,1.548182
609,127.0,6.0,0.062481582,0.07421651,0.0644697,0.46641713,1.5514462
610,128.0,6.0,0.061976418,0.07364493,0.063999936,0.46800303,1.5546342
611,129.0,6.0,0.061483823,0.07308878,0.06354144,0.46955186,1.5577481
612,130.0,6.0,0.061003618,0.07254747,0.063093886,0.47106487,1.5607903
613,131.0,6.0,0.060535394,0.07202054,0.06265688,0.47254306,1.5637621
614,132.0,6.0,0.06007889,0.07150763,0.062230207,0.47398734,1.5666658
615,133.0,6.0,0.059633844,0.07100815,0.061813395,0.4753989,1.5695039
616,134.0,6.0,0.059199862,0.07052173,0.061406214,0.4767785,1.5722777
617,135.0,6.0,0.058776736,0.07004781,0.06100834,0.47812724,1.5749892
618,136.0,6.0,0.05836416,0.06958605,0.06061952,0.479446,1.5776399
619,137.0,6.0,0.057961836,0.069136,0.0602394,0.4807356,1.5802319
620,138.0,6.0,0.057569522,0.068697244,0.05986773,0.48199695,1.5827669
621,139.0,6.0,0.057186898,0.068269365,0.05950429,0.48323083,1.585246
622,140.0,6.0,0.056813672,0.067851976,0.059148673,0.48443812,1.5876714
623,141.0,6.0,0.056449596,0.06744466,0.0588008,0.48561966,1.5900445
624,142.0,6.0,0.056094363,0.06704708,0.05846027,0.4867761,1.5923663
625,143.0,6.0,0.055747718,0.066658854,0.0581269,0.48790824,1.594639
626,144.0,6.0,0.05540942,0.06627965,0.057800468,0.48901695,1.5968636
627,145.0,6.0,0.055079103,0.06590912,0.057480667,0.49010283,1.5990418
628,146.0,6.0,0.054756694,0.06554693,0.057167295,0.4911666,1.6011745
629,147.0,6.0,0.054441735,0.06519273,0.056860153,0.4922089,1.6032633
630,148.0,6.0,0.054134086,0.06484629,0.056558974,0.4932304,1.6053095
631,149.0,6.0,0.05383353,0.06450724,0.056263525,0.49423188,1.6073142
632,150.0,6.0,0.053539727,0.06417532,0.055973712,0.4952138,1.6092786
633,151.0,6.0,0.053252496,0.06385027,0.055689175,0.49617696,1.6112043
634,152.0,6.0,0.05297167,0.06353186,0.055409845,0.49712163,1.6130918
635,153.0,6.0,0.052696865,0.063219756,0.05513544,0.4980489,1.6149429
636,154.0,6.0,0.052427985,0.06291376,0.05486581,0.49895883,1.616758
637,155.0,6.0,0.052164823,0.06261368,0.054600768,0.4998523,1.6185389
638,156.0,6.0,0.051907115,0.06231924,0.05434015,0.50072956,1.6202859
639,157.0,6.0,0.05165463,0.06203024,0.054083776,0.5015915,1.6220006
640,158.0,6.0,0.051407285,0.0617465,0.05383149,0.5024383,1.6236837
641,159.0,6.0,0.051164865,0.06146781,0.053583104,0.5032705,1.6253362
642,160.0,6.0,0.050927058,0.061194003,0.05333853,0.5040887,1.6269587
643,161.0,6.0,0.050693844,0.06092488,0.05309757,0.5048932,1.6285526
644,162.0,6.0,0.050464943,0.060660258,0.05286013,0.5056846,1.6301188
645,163.0,6.0,0.05024036,0.0604001,0.052625988,0.50646317,1.6316576
646,164.0,6.0,0.050019752,0.06014411,0.052395172,0.5072294,1.6331704
647,165.0,6.0,0.04980308,0.059892245,0.052167498,0.50798357,1.6346575
648,166.0,6.0,0.04959017,0.05964431,0.051942833,0.5087261,1.63612
649,167.0,6.0,0.049380887,0.05940014,0.05172105,0.5094575,1.6375583
650,168.0,6.0,0.04917513,0.059159756,0.05150213,0.51017797,1.6389735
651,169.0,6.0,0.048972677,0.058922924,0.05128589,0.51088774,1.640366
652,170.0,6.0,0.04877355,0.058689617,0.05107239,0.5115873,1.6417361
653,171.0,6.0,0.04857757,0.05845967,0.0508614,0.5122768,1.6430851
654,172.0,6.0,0.04838463,0.058233082,0.050652992,0.5129566,1.6444134
655,173.0,6.0,0.04819473,0.058009647,0.050446987,0.513627,1.6457216
656,174.0,6.0,0.048007563,0.057789326,0.050243236,0.5142883,1.6470102
657,175.0,6.0,0.047823295,0.057572097,0.050041944,0.51494056,1.6482795
658,176.0,6.0,0.047641672,0.057357773,0.04984284,0.5155842,1.6495303
659,177.0,6.0,0.047462635,0.057146385,0.04964596,0.5162192,1.6507629
660,178.0,6.0,0.047286227,0.05693776,0.04945129,0.51684606,1.6519779
